Dest,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalFlights,Year,Month,"(-inf, 0.0]","(0.0, 60.0]","(60.0, 120.0]","(120.0, 180.0]","(180.0, 240.0]","(240.0, 300.0]","(300.0, inf]"
LAN,2011.0,30.0,0.0,584.0,175.0,719.0,0.0,698.0,116,2014,1,37.0,35.0,11.0,2.0,1.0,,
MLU,1779.0,16.0,0.0,1761.0,208.0,432.0,0.0,1374.0,276,2014,1,166.0,72.0,14.0,6.0,1.0,1.0,
GJT,417.0,6.0,0.0,968.0,18.0,670.0,0.0,227.0,266,2014,1,165.0,88.0,5.0,1.0,,,1.0
HOB,836.0,6.0,0.0,413.0,0.0,312.0,0.0,214.0,50,2014,1,18.0,19.0,6.0,1.0,,,
ABE,1160.0,21.0,3.0,617.0,146.0,519.0,0.0,690.0,137,2014,1,66.0,34.0,10.0,3.0,,,
ATW,4793.0,39.0,1.0,1501.0,151.0,791.0,0.0,2458.0,183,2014,1,39.0,76.0,19.0,6.0,2.0,1.0,
BQK,1462.0,6.0,2.0,993.0,0.0,283.0,0.0,439.0,86,2014,1,41.0,26.0,6.0,4.0,1.0,,
CHO,1200.0,13.0,1.0,416.0,493.0,216.0,0.0,513.0,103,2014,1,51.0,25.0,10.0,2.0,1.0,,
DHN,1049.0,12.0,1.0,542.0,93.0,180.0,0.0,671.0,116,2014,1,55.0,39.0,8.0,1.0,,,
EVV,4942.0,39.0,0.0,754.0,1382.0,1109.0,0.0,2124.0,237,2014,1,82.0,86.0,17.0,9.0,1.0,3.0,
EWN,584.0,6.0,1.0,448.0,22.0,109.0,0.0,220.0,62,2014,1,33.0,18.0,2.0,2.0,,,
FSM,2045.0,8.0,2.0,1115.0,215.0,344.0,0.0,984.0,207,2014,1,100.0,81.0,15.0,1.0,,,
GNV,2161.0,13.0,0.0,1498.0,148.0,607.0,0.0,1306.0,267,2014,1,164.0,69.0,13.0,5.0,2.0,1.0,
GTR,901.0,6.0,0.0,796.0,228.0,65.0,0.0,255.0,85,2014,1,46.0,25.0,5.0,3.0,,,
MGM,1361.0,29.0,3.0,1352.0,107.0,168.0,0.0,1051.0,295,2014,1,164.0,87.0,7.0,3.0,1.0,1.0,
OAJ,1693.0,18.0,0.0,987.0,79.0,62.0,0.0,1074.0,139,2014,1,62.0,48.0,7.0,2.0,1.0,,1.0
PHF,1735.0,14.0,0.0,835.0,178.0,239.0,0.0,1121.0,180,2014,1,91.0,62.0,8.0,4.0,1.0,,
PIA,3704.0,40.0,1.0,1294.0,439.0,784.0,0.0,1890.0,293,2014,1,119.0,110.0,17.0,5.0,,1.0,
SGF,10148.0,59.0,2.0,2677.0,2421.0,2529.0,0.0,3557.0,559,2014,1,225.0,213.0,34.0,13.0,8.0,4.0,1.0
ABY,460.0,7.0,0.0,557.0,89.0,116.0,0.0,260.0,89,2014,1,55.0,23.0,1.0,2.0,,,1.0
BGR,975.0,18.0,0.0,325.0,0.0,416.0,0.0,494.0,61,2014,1,18.0,16.0,8.0,1.0,,,
BMI,4081.0,36.0,1.0,1288.0,456.0,834.0,0.0,2194.0,226,2014,1,85.0,73.0,23.0,5.0,1.0,2.0,
CSG,743.0,18.0,0.0,610.0,117.0,254.0,0.0,379.0,110,2014,1,59.0,27.0,2.0,2.0,2.0,,
ELM,2043.0,11.0,0.0,1371.0,129.0,557.0,0.0,383.0,104,2014,1,43.0,36.0,9.0,2.0,1.0,1.0,1.0
FWA,5478.0,62.0,3.0,1390.0,988.0,1523.0,0.0,1915.0,304,2014,1,97.0,111.0,21.0,2.0,5.0,2.0,1.0
GRB,9020.0,91.0,1.0,2849.0,1307.0,1560.0,263.0,3519.0,350,2014,1,91.0,106.0,35.0,18.0,6.0,2.0,
VLD,945.0,8.0,1.0,425.0,24.0,200.0,0.0,719.0,87,2014,1,50.0,20.0,6.0,1.0,1.0,,
FOE,1951.0,7.0,1.0,627.0,26.0,595.0,0.0,684.0,50,2014,1,6.0,23.0,7.0,6.0,,,
DIK,2543.0,9.0,2.0,1338.0,80.0,992.0,0.0,516.0,117,2014,1,41.0,48.0,12.0,4.0,1.0,,
ISN,5032.0,23.0,1.0,1773.0,66.0,1904.0,0.0,1732.0,226,2014,1,64.0,111.0,14.0,9.0,2.0,2.0,
SAF,2027.0,4.0,0.0,724.0,223.0,370.0,0.0,1308.0,145,2014,1,76.0,52.0,7.0,4.0,1.0,1.0,
SCE,1612.0,5.0,0.0,637.0,0.0,477.0,0.0,608.0,50,2014,1,15.0,18.0,10.0,1.0,1.0,,
BKG,1517.0,7.0,3.0,892.0,139.0,246.0,0.0,594.0,97,2014,1,48.0,23.0,12.0,4.0,,,
EUG,4012.0,19.0,5.0,2159.0,200.0,948.0,0.0,1810.0,440,2014,1,208.0,176.0,26.0,6.0,,,
ILG,3929.0,1.0,0.0,411.0,87.0,1010.0,0.0,2440.0,56,2014,1,6.0,27.0,14.0,2.0,4.0,,2.0
SBA,3003.0,14.0,0.0,2848.0,0.0,645.0,0.0,3605.0,789,2014,1,487.0,246.0,37.0,4.0,1.0,,
TTN,5313.0,13.0,0.0,679.0,185.0,1639.0,0.0,2809.0,136,2014,1,27.0,69.0,15.0,7.0,1.0,3.0,1.0
ACT,861.0,4.0,0.0,570.0,37.0,198.0,0.0,415.0,151,2014,1,87.0,54.0,6.0,,,,
CMI,7269.0,36.0,1.0,613.0,2496.0,2500.0,0.0,1693.0,182,2014,1,41.0,63.0,19.0,13.0,7.0,1.0,1.0
GCK,524.0,0.0,0.0,154.0,7.0,52.0,0.0,436.0,62,2014,1,31.0,27.0,4.0,,,,
ITO,-646.0,0.0,2.0,497.0,33.0,51.0,0.0,290.0,518,2014,1,368.0,146.0,1.0,1.0,,,
PPG,-57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2014,1,8.0,2.0,,,,,
ROW,530.0,0.0,0.0,424.0,0.0,121.0,0.0,224.0,89,2014,1,54.0,29.0,5.0,1.0,,,
ALO,1678.0,19.0,0.0,22.0,834.0,466.0,0.0,515.0,58,2014,1,15.0,11.0,9.0,4.0,,,
ART,1377.0,24.0,1.0,123.0,619.0,503.0,0.0,228.0,58,2014,1,11.0,12.0,6.0,4.0,,,
GRI,784.0,1.0,1.0,391.0,58.0,126.0,0.0,235.0,58,2014,1,20.0,30.0,6.0,,,,
MHK,2554.0,12.0,2.0,293.0,822.0,817.0,0.0,847.0,146,2014,1,58.0,55.0,14.0,4.0,1.0,,
SPS,643.0,5.0,0.0,509.0,16.0,31.0,35.0,326.0,124,2014,1,64.0,52.0,3.0,,,,
TOL,2151.0,10.0,0.0,400.0,495.0,587.0,0.0,645.0,70,2014,1,17.0,30.0,8.0,5.0,,,
DBQ,988.0,8.0,0.0,149.0,258.0,399.0,0.0,298.0,45,2014,1,17.0,12.0,6.0,2.0,,,
GGG,558.0,1.0,0.0,408.0,0.0,59.0,0.0,228.0,62,2014,1,28.0,30.0,3.0,,,,
LAW,751.0,3.0,0.0,500.0,0.0,99.0,0.0,456.0,125,2014,1,66.0,49.0,7.0,,,,
MQT,1886.0,2.0,0.0,47.0,701.0,412.0,0.0,736.0,27,2014,1,5.0,7.0,7.0,4.0,1.0,1.0,
RST,782.0,9.0,0.0,377.0,60.0,348.0,0.0,32.0,39,2014,1,11.0,15.0,2.0,1.0,1.0,,
SPI,1914.0,21.0,1.0,369.0,26.0,425.0,0.0,1398.0,152,2014,1,62.0,52.0,13.0,3.0,,,
SUX,2444.0,11.0,0.0,181.0,1017.0,599.0,0.0,710.0,58,2014,1,14.0,16.0,10.0,3.0,2.0,2.0,
ASE,8962.0,112.0,65.0,4074.0,1103.0,1740.0,0.0,3326.0,719,2014,1,237.0,249.0,39.0,12.0,3.0,1.0,1.0
COU,2085.0,4.0,0.0,249.0,456.0,493.0,0.0,892.0,89,2014,1,27.0,39.0,17.0,1.0,,1.0,
JLN,442.0,1.0,1.0,86.0,28.0,80.0,0.0,330.0,62,2014,1,32.0,24.0,4.0,,,,
TXK,206.0,0.0,0.0,201.0,0.0,59.0,0.0,338.0,89,2014,1,59.0,28.0,2.0,,,,
CPR,1777.0,6.0,0.0,1068.0,124.0,539.0,0.0,612.0,179,2014,1,92.0,68.0,10.0,3.0,,,
MRY,2134.0,6.0,1.0,1308.0,275.0,334.0,0.0,2098.0,414,2014,1,248.0,135.0,21.0,1.0,1.0,1.0,
GUM,249.0,0.0,0.0,101.0,0.0,23.0,0.0,189.0,31,2014,1,15.0,14.0,1.0,1.0,,,
ISP,9307.0,29.0,5.0,3194.0,52.0,907.0,14.0,5950.0,398,2014,1,140.0,173.0,27.0,13.0,6.0,4.0,1.0
AZO,544.0,8.0,0.0,26.0,209.0,28.0,0.0,281.0,13,2014,1,,2.0,1.0,1.0,1.0,,
BFL,1562.0,4.0,0.0,780.0,248.0,322.0,0.0,1740.0,301,2014,1,180.0,96.0,17.0,4.0,,,
CLD,881.0,7.0,0.0,565.0,78.0,121.0,0.0,1098.0,207,2014,1,133.0,57.0,8.0,1.0,1.0,,
DLH,3119.0,20.0,0.0,1269.0,23.0,645.0,0.0,1411.0,124,2014,1,41.0,43.0,14.0,2.0,3.0,1.0,
FLG,-665.0,2.0,0.0,201.0,0.0,37.0,0.0,76.0,129,2014,1,109.0,16.0,2.0,,,,
IDA,1276.0,9.0,2.0,633.0,68.0,767.0,0.0,937.0,223,2014,1,119.0,80.0,11.0,1.0,1.0,,
LWS,-171.0,1.0,0.0,204.0,0.0,41.0,0.0,0.0,54,2014,1,36.0,16.0,1.0,,,,
RDD,113.0,3.0,1.0,117.0,0.0,47.0,0.0,480.0,93,2014,1,65.0,20.0,2.0,2.0,,,
RDM,1785.0,13.0,3.0,980.0,191.0,451.0,11.0,1360.0,278,2014,1,156.0,90.0,10.0,4.0,1.0,1.0,
SGU,1096.0,0.0,0.0,457.0,7.0,466.0,0.0,340.0,150,2014,1,74.0,70.0,5.0,1.0,,,
YUM,-501.0,2.0,0.0,288.0,0.0,44.0,0.0,766.0,264,2014,1,202.0,55.0,3.0,2.0,,,
ACV,389.0,11.0,3.0,255.0,282.0,226.0,0.0,1733.0,269,2014,1,167.0,75.0,10.0,3.0,,,
CEC,-69.0,4.0,1.0,222.0,27.0,30.0,0.0,462.0,85,2014,1,52.0,23.0,5.0,,,,
CIC,763.0,2.0,0.0,283.0,0.0,143.0,0.0,801.0,92,2014,1,55.0,27.0,7.0,1.0,,,
COD,988.0,3.0,3.0,380.0,13.0,305.0,0.0,344.0,62,2014,1,20.0,32.0,3.0,,1.0,,
EAU,768.0,17.0,1.0,222.0,0.0,154.0,0.0,551.0,62,2014,1,20.0,18.0,4.0,1.0,1.0,,
GFK,38.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3,2014,1,1.0,2.0,,,,,
GTF,950.0,3.0,2.0,580.0,43.0,516.0,0.0,600.0,152,2014,1,78.0,60.0,8.0,1.0,,,
LSE,778.0,0.0,0.0,326.0,32.0,168.0,0.0,371.0,53,2014,1,21.0,29.0,,2.0,1.0,,
MBS,1134.0,31.0,0.0,334.0,83.0,158.0,0.0,792.0,117,2014,1,44.0,36.0,3.0,1.0,1.0,1.0,
MFR,2507.0,34.0,8.0,964.0,575.0,392.0,0.0,1961.0,276,2014,1,127.0,85.0,13.0,8.0,1.0,,
MKG,430.0,21.0,0.0,241.0,0.0,138.0,0.0,213.0,62,2014,1,23.0,15.0,3.0,,,,
MMH,-61.0,6.0,1.0,53.0,0.0,31.0,0.0,256.0,67,2014,1,41.0,18.0,1.0,,,,
PSC,2403.0,1.0,0.0,1022.0,137.0,555.0,0.0,1275.0,199,2014,1,94.0,84.0,15.0,5.0,,,
SBP,1382.0,7.0,1.0,1309.0,35.0,318.0,0.0,1760.0,368,2014,1,234.0,102.0,23.0,1.0,,,
HLN,1222.0,1.0,0.0,584.0,43.0,379.0,0.0,868.0,118,2014,1,72.0,34.0,6.0,4.0,,1.0,
CMX,1278.0,15.0,1.0,507.0,163.0,158.0,0.0,540.0,62,2014,1,13.0,24.0,5.0,3.0,1.0,,
HIB,313.0,3.0,0.0,146.0,0.0,356.0,0.0,64.0,55,2014,1,25.0,24.0,3.0,,,,
GCC,1916.0,4.0,1.0,1268.0,0.0,661.0,0.0,498.0,124,2014,1,43.0,67.0,6.0,2.0,,,1.0
LAR,1846.0,5.0,0.0,634.0,23.0,501.0,0.0,552.0,62,2014,1,9.0,40.0,4.0,2.0,1.0,1.0,
LMT,-222.0,6.0,1.0,71.0,0.0,33.0,0.0,113.0,62,2014,1,41.0,14.0,,,,,
MOD,523.0,4.0,0.0,209.0,0.0,40.0,0.0,817.0,93,2014,1,59.0,22.0,7.0,1.0,,,
PAH,685.0,14.0,0.0,146.0,0.0,160.0,0.0,500.0,62,2014,1,18.0,27.0,1.0,2.0,,,
RKS,764.0,6.0,1.0,646.0,0.0,294.0,0.0,504.0,155,2014,1,83.0,59.0,3.0,3.0,,,
SUN,404.0,1.0,12.0,446.0,0.0,187.0,0.0,533.0,112,2014,1,59.0,35.0,4.0,,1.0,,
ABR,510.0,2.0,0.0,232.0,0.0,181.0,0.0,243.0,62,2014,1,28.0,28.0,3.0,1.0,,,
APN,736.0,4.0,0.0,535.0,4.0,269.0,0.0,142.0,56,2014,1,22.0,26.0,2.0,1.0,,,1.0
BJI,633.0,3.0,0.0,295.0,20.0,221.0,0.0,127.0,62,2014,1,24.0,33.0,2.0,,,,
BRD,1180.0,5.0,1.0,562.0,247.0,165.0,0.0,414.0,79,2014,1,37.0,30.0,2.0,2.0,1.0,,1.0
BTM,-116.0,2.0,1.0,26.0,48.0,160.0,0.0,11.0,62,2014,1,34.0,25.0,,,,,
CDC,462.0,1.0,1.0,42.0,118.0,276.0,0.0,21.0,54,2014,1,27.0,22.0,2.0,1.0,,,
EKO,-209.0,0.0,0.0,274.0,23.0,59.0,0.0,45.0,87,2014,1,62.0,22.0,3.0,,,,
IMT,39.0,2.0,1.0,175.0,0.0,179.0,0.0,230.0,59,2014,1,33.0,18.0,5.0,,,,
INL,226.0,5.0,0.0,0.0,0.0,127.0,0.0,459.0,54,2014,1,27.0,19.0,2.0,1.0,,,
PIH,393.0,3.0,1.0,189.0,0.0,171.0,0.0,122.0,84,2014,1,33.0,46.0,1.0,,,,
RHI,338.0,8.0,3.0,111.0,224.0,218.0,0.0,287.0,90,2014,1,44.0,30.0,4.0,1.0,,,
SMX,-514.0,2.0,0.0,105.0,0.0,9.0,0.0,217.0,102,2014,1,78.0,22.0,,,,,
TWF,517.0,9.0,0.0,254.0,248.0,232.0,0.0,336.0,116,2014,1,64.0,38.0,4.0,1.0,,,
OTH,347.0,1.0,2.0,138.0,0.0,57.0,0.0,360.0,31,2014,1,16.0,8.0,3.0,1.0,,,
ABE,2171.0,10.0,0.0,1166.0,151.0,434.0,0.0,967.0,164,2015,2,76.0,62.0,10.0,6.0,,,
ABQ,7448.0,53.0,3.0,4997.0,636.0,2125.0,0.0,5698.0,1410,2015,2,779.0,509.0,50.0,12.0,4.0,,
ADK,-28.0,0.0,0.0,0.0,0.0,9.0,0.0,66.0,8,2015,2,5.0,3.0,,,,,
ADQ,7.0,4.0,0.0,36.0,0.0,10.0,0.0,26.0,28,2015,2,16.0,8.0,,,,,
AGS,2401.0,3.0,1.0,1263.0,244.0,178.0,0.0,1332.0,177,2015,2,105.0,49.0,15.0,3.0,,,1.0
ALB,5020.0,26.0,1.0,2494.0,837.0,891.0,23.0,2749.0,550,2015,2,285.0,206.0,17.0,8.0,6.0,1.0,
ANC,-2147.0,24.0,1.0,2763.0,443.0,742.0,54.0,4075.0,1027,2015,2,697.0,268.0,20.0,11.0,4.0,1.0,1.0
ATL,116495.0,1004.0,19.0,112780.0,35497.0,60092.0,40.0,109867.0,27366,2015,2,17401.0,7310.0,972.0,369.0,123.0,55.0,113.0
ATW,3258.0,9.0,0.0,1296.0,373.0,702.0,0.0,1479.0,209,2015,2,90.0,87.0,15.0,7.0,1.0,,
AUS,23620.0,78.0,3.0,14615.0,2246.0,6348.0,0.0,14843.0,3063,2015,2,1655.0,1129.0,141.0,32.0,16.0,4.0,5.0
AVL,1780.0,5.0,3.0,854.0,277.0,213.0,0.0,1173.0,182,2015,2,104.0,52.0,14.0,3.0,,1.0,
BDL,16487.0,124.0,2.0,8506.0,1035.0,2565.0,0.0,9077.0,1465,2015,2,672.0,557.0,72.0,24.0,8.0,4.0,2.0
BET,423.0,1.0,0.0,401.0,0.0,60.0,0.0,336.0,76,2015,2,44.0,27.0,3.0,1.0,,,
BHM,7688.0,37.0,0.0,4541.0,506.0,2267.0,0.0,4302.0,1051,2015,2,579.0,375.0,41.0,15.0,4.0,,
BIL,965.0,1.0,1.0,911.0,94.0,258.0,0.0,698.0,208,2015,2,124.0,73.0,8.0,1.0,,,
BLI,-596.0,0.0,0.0,114.0,65.0,65.0,0.0,234.0,84,2015,2,56.0,26.0,2.0,,,,
BNA,19091.0,406.0,8.0,10780.0,2751.0,8124.0,7.0,15207.0,3670,2015,2,1942.0,1119.0,140.0,33.0,17.0,3.0,2.0
BOI,7156.0,5.0,0.0,2996.0,462.0,1321.0,19.0,5652.0,834,2015,2,450.0,324.0,44.0,9.0,2.0,,
BOS,154474.0,1123.0,20.0,39990.0,10225.0,61717.0,45.0,67115.0,8383,2015,2,3056.0,3102.0,747.0,218.0,74.0,23.0,20.0
BRW,403.0,4.0,2.0,10.0,17.0,116.0,0.0,338.0,72,2015,2,32.0,33.0,1.0,,,,
BTR,5973.0,30.0,1.0,3112.0,575.0,1924.0,0.0,2480.0,621,2015,2,324.0,224.0,28.0,10.0,1.0,2.0,1.0
BUF,14331.0,72.0,2.0,6667.0,1558.0,3097.0,0.0,7020.0,1233,2015,2,578.0,486.0,66.0,20.0,6.0,,3.0
BUR,9970.0,28.0,4.0,5098.0,621.0,1084.0,0.0,8355.0,1530,2015,2,881.0,530.0,64.0,17.0,5.0,1.0,
BWI,27305.0,341.0,29.0,19109.0,4734.0,9524.0,37.0,27873.0,6237,2015,2,3577.0,1988.0,185.0,77.0,24.0,11.0,5.0
BZN,1856.0,2.0,1.0,978.0,169.0,630.0,0.0,1121.0,272,2015,2,141.0,114.0,10.0,2.0,2.0,,
CAE,6756.0,22.0,1.0,2986.0,529.0,1573.0,0.0,2893.0,482,2015,2,223.0,192.0,28.0,13.0,2.0,,1.0
CAK,3632.0,28.0,2.0,1777.0,394.0,860.0,0.0,2976.0,514,2015,2,295.0,152.0,24.0,9.0,3.0,1.0,
CDV,-207.0,1.0,1.0,117.0,0.0,6.0,0.0,193.0,56,2015,2,38.0,14.0,2.0,,,,
CHA,3549.0,23.0,0.0,1415.0,682.0,1479.0,0.0,1212.0,332,2015,2,177.0,106.0,20.0,3.0,1.0,,2.0
CHO,4420.0,27.0,1.0,1190.0,372.0,740.0,0.0,2391.0,186,2015,2,54.0,71.0,24.0,7.0,2.0,,
CHS,7179.0,50.0,1.0,3102.0,975.0,2262.0,0.0,3829.0,779,2015,2,408.0,262.0,37.0,15.0,4.0,,2.0
CLE,31318.0,161.0,24.0,12955.0,2104.0,9275.0,7.0,20537.0,2851,2015,2,1442.0,985.0,163.0,46.0,18.0,2.0,10.0
CLT,41091.0,503.0,11.0,29049.0,7378.0,21093.0,89.0,25098.0,8299,2015,2,4533.0,2822.0,276.0,97.0,35.0,11.0,11.0
CMH,20192.0,117.0,2.0,9362.0,1466.0,5494.0,0.0,9974.0,1918,2015,2,906.0,745.0,107.0,27.0,9.0,2.0,3.0
COS,8508.0,14.0,2.0,3863.0,824.0,2071.0,24.0,3805.0,547,2015,2,248.0,224.0,35.0,18.0,4.0,1.0,1.0
CRW,2960.0,16.0,2.0,1385.0,685.0,583.0,0.0,625.0,171,2015,2,74.0,59.0,12.0,3.0,4.0,,1.0
CVG,22868.0,83.0,3.0,8248.0,3517.0,6998.0,0.0,9520.0,1601,2015,2,753.0,634.0,69.0,35.0,15.0,4.0,5.0
DAB,834.0,2.0,1.0,903.0,154.0,87.0,0.0,275.0,128,2015,2,79.0,35.0,9.0,2.0,,,
DAL,10916.0,212.0,5.0,10746.0,1701.0,4814.0,2.0,20459.0,4697,2015,2,2850.0,1441.0,149.0,23.0,11.0,4.0,2.0
DAY,7912.0,59.0,2.0,2576.0,979.0,2085.0,0.0,4758.0,754,2015,2,350.0,288.0,38.0,9.0,5.0,1.0,2.0
DCA,45405.0,545.0,19.0,23155.0,7900.0,17879.0,60.0,25336.0,6232,2015,2,3241.0,2056.0,260.0,80.0,17.0,5.0,9.0
DEN,130596.0,408.0,41.0,56283.0,14963.0,62810.0,30.0,84652.0,15638,2015,2,8511.0,5543.0,778.0,209.0,82.0,22.0,44.0
DFW,158006.0,2077.0,25.0,82079.0,19296.0,65006.0,394.0,110272.0,20839,2015,2,11286.0,6135.0,771.0,271.0,126.0,59.0,89.0
DLH,1299.0,9.0,0.0,475.0,99.0,426.0,0.0,946.0,136,2015,2,70.0,48.0,7.0,,1.0,1.0,
DSM,12019.0,55.0,1.0,3349.0,1847.0,3366.0,0.0,5074.0,765,2015,2,316.0,317.0,49.0,20.0,3.0,3.0,1.0
DTW,90938.0,411.0,10.0,43845.0,10942.0,27252.0,85.0,55327.0,8767,2015,2,4694.0,2958.0,405.0,155.0,64.0,32.0,38.0
ECP,1200.0,5.0,2.0,1089.0,119.0,165.0,0.0,708.0,213,2015,2,129.0,66.0,9.0,2.0,,,
EGE,3207.0,9.0,4.0,1913.0,1538.0,468.0,0.0,770.0,262,2015,2,149.0,88.0,7.0,2.0,,,3.0
ELP,5274.0,13.0,1.0,3009.0,475.0,2573.0,0.0,3484.0,935,2015,2,540.0,338.0,31.0,8.0,2.0,1.0,1.0
EVV,3843.0,27.0,3.0,1881.0,334.0,927.0,0.0,1645.0,291,2015,2,135.0,100.0,18.0,4.0,3.0,1.0,
EWR,58930.0,641.0,10.0,27246.0,6586.0,31518.0,60.0,36346.0,8079,2015,2,4148.0,2809.0,309.0,78.0,44.0,23.0,17.0
EYW,792.0,6.0,0.0,985.0,320.0,207.0,0.0,526.0,208,2015,2,140.0,51.0,5.0,6.0,,,
FAI,-512.0,2.0,2.0,511.0,76.0,126.0,0.0,358.0,140,2015,2,103.0,26.0,6.0,1.0,,,
FAR,6411.0,22.0,2.0,1827.0,648.0,2096.0,0.0,2872.0,417,2015,2,166.0,185.0,30.0,8.0,3.0,,1.0
FAY,1172.0,10.0,0.0,838.0,0.0,123.0,0.0,694.0,149,2015,2,86.0,43.0,8.0,,,1.0,1.0
FLL,57611.0,212.0,8.0,33346.0,7995.0,23973.0,176.0,35012.0,6697,2015,2,3604.0,2380.0,306.0,107.0,40.0,21.0,19.0
FNT,4419.0,23.0,0.0,1878.0,691.0,1272.0,0.0,1903.0,352,2015,2,175.0,126.0,15.0,7.0,2.0,4.0,
FSD,9970.0,27.0,0.0,3137.0,829.0,2950.0,0.0,4083.0,527,2015,2,198.0,246.0,33.0,16.0,4.0,2.0,1.0
GEG,2189.0,1.0,1.0,2728.0,31.0,534.0,0.0,3157.0,766,2015,2,490.0,244.0,23.0,4.0,2.0,,1.0
GNV,1553.0,7.0,1.0,870.0,108.0,188.0,0.0,1252.0,212,2015,2,128.0,59.0,14.0,2.0,1.0,,
GPT,1993.0,13.0,0.0,1405.0,371.0,532.0,17.0,817.0,314,2015,2,180.0,100.0,16.0,4.0,1.0,,
GRB,6738.0,28.0,1.0,2811.0,681.0,1332.0,45.0,3132.0,372,2015,2,161.0,137.0,28.0,12.0,4.0,,1.0
GRR,12232.0,44.0,1.0,4536.0,1319.0,3671.0,0.0,5314.0,914,2015,2,407.0,376.0,62.0,18.0,3.0,2.0,1.0
GSO,8904.0,67.0,0.0,4056.0,915.0,1716.0,0.0,4656.0,640,2015,2,295.0,218.0,38.0,12.0,7.0,2.0,1.0
GSP,3189.0,41.0,1.0,1668.0,230.0,1126.0,0.0,2095.0,491,2015,2,266.0,162.0,16.0,2.0,1.0,1.0,1.0
HDN,618.0,3.0,2.0,963.0,91.0,310.0,0.0,139.0,153,2015,2,91.0,50.0,4.0,3.0,,,
HNL,37564.0,10.0,9.0,19665.0,2363.0,6587.0,65.0,13937.0,3472,2015,2,1428.0,1891.0,82.0,19.0,11.0,8.0,14.0
HOU,6800.0,120.0,2.0,10625.0,989.0,4827.0,13.0,16702.0,4182,2015,2,2622.0,1288.0,113.0,20.0,11.0,4.0,2.0
HSV,2008.0,20.0,1.0,1207.0,370.0,712.0,0.0,1336.0,370,2015,2,216.0,117.0,12.0,4.0,,,
IAD,22220.0,140.0,7.0,10937.0,1700.0,9123.0,38.0,18260.0,2998,2015,2,1703.0,940.0,126.0,47.0,18.0,8.0,9.0
IAH,48589.0,261.0,16.0,39899.0,9877.0,29482.0,21.0,46111.0,12228,2015,2,7242.0,4096.0,403.0,116.0,46.0,20.0,28.0
ICT,7875.0,30.0,2.0,3064.0,1152.0,2184.0,0.0,3650.0,636,2015,2,296.0,252.0,34.0,13.0,8.0,1.0,
ILM,-183.0,6.0,0.0,396.0,3.0,21.0,0.0,165.0,130,2015,2,93.0,28.0,3.0,,,,
IND,16368.0,72.0,0.0,8154.0,1347.0,4917.0,34.0,9073.0,1875,2015,2,958.0,710.0,90.0,32.0,8.0,5.0,
JAC,3277.0,13.0,5.0,1648.0,550.0,917.0,0.0,1105.0,325,2015,2,151.0,135.0,14.0,4.0,2.0,,1.0
JAN,5498.0,47.0,2.0,2368.0,1210.0,1610.0,0.0,1731.0,566,2015,2,262.0,218.0,23.0,10.0,2.0,1.0,1.0
JAX,11477.0,54.0,1.0,8050.0,1073.0,3248.0,0.0,5064.0,1330,2015,2,713.0,469.0,66.0,17.0,5.0,1.0,4.0
JFK,113618.0,488.0,46.0,39165.0,5521.0,39531.0,367.0,68486.0,7735,2015,2,3706.0,2694.0,463.0,178.0,82.0,36.0,42.0
JNU,156.0,4.0,5.0,1603.0,218.0,146.0,0.0,876.0,276,2015,2,197.0,56.0,5.0,6.0,2.0,,1.0
KOA,3300.0,1.0,7.0,2058.0,526.0,1334.0,0.0,2395.0,906,2015,2,464.0,411.0,15.0,3.0,3.0,2.0,
KTN,355.0,1.0,2.0,624.0,188.0,195.0,0.0,542.0,168,2015,2,111.0,48.0,1.0,2.0,3.0,,
LAS,51856.0,163.0,7.0,32574.0,8299.0,27937.0,60.0,48669.0,10566,2015,2,6393.0,3373.0,448.0,105.0,42.0,19.0,16.0
LAX,94306.0,354.0,35.0,61886.0,15813.0,46354.0,284.0,72348.0,15764,2015,2,8906.0,5514.0,612.0,192.0,90.0,24.0,37.0
LEX,4410.0,49.0,7.0,1791.0,1217.0,1072.0,13.0,1759.0,445,2015,2,210.0,156.0,16.0,5.0,,1.0,1.0
LFT,2247.0,27.0,0.0,1077.0,268.0,783.0,0.0,1815.0,451,2015,2,253.0,150.0,15.0,5.0,,1.0,
LGA,162681.0,1050.0,64.0,41769.0,12895.0,78416.0,272.0,56927.0,8945,2015,2,3229.0,3513.0,772.0,230.0,47.0,18.0,22.0
LIH,2024.0,2.0,5.0,1800.0,138.0,1079.0,10.0,2297.0,843,2015,2,462.0,356.0,12.0,4.0,,1.0,1.0
LIT,7910.0,59.0,2.0,3340.0,1182.0,2331.0,18.0,3852.0,821,2015,2,404.0,296.0,45.0,11.0,4.0,,
MCI,16329.0,93.0,1.0,9686.0,1773.0,5667.0,0.0,12811.0,2854,2015,2,1572.0,1049.0,110.0,17.0,6.0,3.0,3.0
MCO,76626.0,281.0,7.0,46963.0,8888.0,31154.0,214.0,46383.0,9233,2015,2,5053.0,3201.0,428.0,154.0,59.0,26.0,24.0
MDT,5057.0,10.0,2.0,2448.0,650.0,1542.0,0.0,1579.0,290,2015,2,152.0,97.0,18.0,5.0,2.0,,4.0
