Dest,ArrDelay,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,TotalFlights,Year,Month,"(-inf, 0.0]","(0.0, 60.0]","(60.0, 120.0]","(120.0, 180.0]","(180.0, 240.0]","(240.0, 300.0]","(300.0, inf]"
CLT,-11063.0,180.0,7.0,23878.0,3109.0,12005.0,153.0,24073.0,9024,2017,1,6110.0,2432.0,199.0,46.0,28.0,7.0,15.0
CMH,10556.0,21.0,4.0,8861.0,1549.0,1985.0,8.0,10054.0,1878,2017,1,1162.0,576.0,75.0,23.0,8.0,4.0,5.0
COS,10688.0,11.0,7.0,5511.0,420.0,2661.0,0.0,5553.0,743,2017,1,390.0,260.0,44.0,19.0,8.0,,4.0
DCA,23185.0,79.0,19.0,22502.0,2524.0,13612.0,159.0,25095.0,6094,2017,1,3731.0,1949.0,204.0,75.0,20.0,8.0,9.0
DEN,100355.0,303.0,14.0,62126.0,11503.0,64433.0,130.0,92442.0,17021,2017,1,10194.0,5288.0,799.0,250.0,89.0,29.0,55.0
DFW,99770.0,268.0,55.0,76745.0,11673.0,37705.0,352.0,84629.0,15324,2017,1,9468.0,4593.0,528.0,195.0,76.0,56.0,85.0
DSM,4000.0,7.0,0.0,4220.0,78.0,1304.0,0.0,4103.0,689,2017,1,431.0,201.0,31.0,10.0,6.0,,3.0
EGE,4468.0,30.0,8.0,1567.0,575.0,2001.0,0.0,2437.0,320,2017,1,151.0,98.0,23.0,5.0,2.0,1.0,2.0
EWR,135234.0,219.0,12.0,41096.0,5381.0,96282.0,207.0,55698.0,9278,2017,1,4937.0,3044.0,634.0,256.0,96.0,30.0,50.0
FLL,45029.0,289.0,34.0,28942.0,4592.0,35182.0,380.0,41020.0,7974,2017,1,4785.0,2332.0,322.0,112.0,35.0,29.0,36.0
GEG,4149.0,12.0,3.0,3512.0,1645.0,1027.0,0.0,4454.0,843,2017,1,519.0,260.0,31.0,11.0,4.0,1.0,2.0
HNL,15560.0,15.0,3.0,19421.0,2425.0,5023.0,64.0,10974.0,3808,2017,1,2227.0,1415.0,90.0,27.0,13.0,8.0,10.0
IAD,1950.0,13.0,6.0,9884.0,1140.0,3366.0,61.0,11075.0,2561,2017,1,1734.0,678.0,79.0,33.0,13.0,2.0,3.0
IAH,11060.0,113.0,45.0,38959.0,3984.0,30129.0,84.0,43260.0,10788,2017,1,7460.0,2614.0,307.0,142.0,46.0,20.0,41.0
IND,10643.0,28.0,2.0,8609.0,954.0,2809.0,22.0,11800.0,2086,2017,1,1331.0,604.0,76.0,23.0,10.0,7.0,5.0
JAX,5849.0,9.0,2.0,4535.0,1471.0,2052.0,76.0,6449.0,1354,2017,1,879.0,388.0,51.0,14.0,5.0,3.0,3.0
JFK,58310.0,124.0,14.0,38906.0,4773.0,34510.0,194.0,52318.0,7730,2017,1,4825.0,2133.0,350.0,121.0,65.0,33.0,65.0
KOA,1601.0,4.0,2.0,3330.0,208.0,2201.0,0.0,2079.0,997,2017,1,620.0,337.0,19.0,12.0,3.0,,
LAS,148805.0,180.0,10.0,46739.0,9980.0,77908.0,355.0,77199.0,12487,2017,1,6241.0,4910.0,816.0,208.0,60.0,34.0,28.0
LAX,249749.0,304.0,55.0,80144.0,15308.0,148262.0,275.0,107669.0,17315,2017,1,7729.0,7426.0,1227.0,360.0,120.0,49.0,45.0
LGA,78261.0,205.0,44.0,42934.0,5778.0,48202.0,328.0,33712.0,7405,2017,1,4170.0,2300.0,456.0,125.0,49.0,19.0,37.0
LIH,2325.0,5.0,0.0,3601.0,267.0,1475.0,0.0,1713.0,967,2017,1,561.0,373.0,17.0,7.0,4.0,,
MCI,16264.0,104.0,3.0,11168.0,3562.0,5377.0,10.0,16553.0,3560,2017,1,2111.0,1160.0,130.0,29.0,13.0,5.0,5.0
MCO,34141.0,138.0,36.0,38279.0,7072.0,32516.0,61.0,54283.0,10989,2017,1,7130.0,2986.0,422.0,152.0,70.0,31.0,24.0
MIA,10563.0,51.0,15.0,28137.0,3939.0,14026.0,126.0,23672.0,5943,2017,1,3885.0,1677.0,189.0,65.0,26.0,14.0,21.0
MKE,11182.0,37.0,12.0,9857.0,2144.0,4109.0,34.0,13654.0,2530,2017,1,1581.0,748.0,90.0,37.0,14.0,9.0,2.0
MSP,37275.0,101.0,13.0,54212.0,7934.0,21094.0,61.0,50824.0,9632,2017,1,6352.0,2522.0,339.0,149.0,75.0,34.0,47.0
OAK,50720.0,82.0,5.0,16717.0,1010.0,14203.0,21.0,33344.0,3974,2017,1,1838.0,1708.0,250.0,73.0,9.0,7.0,2.0
OGG,4448.0,6.0,7.0,8375.0,700.0,3626.0,43.0,4303.0,1988,2017,1,1192.0,711.0,44.0,19.0,4.0,2.0,3.0
OKC,9990.0,23.0,0.0,5309.0,1506.0,1262.0,101.0,8175.0,1179,2017,1,693.0,388.0,51.0,15.0,3.0,1.0,5.0
OMA,8748.0,44.0,1.0,8365.0,508.0,2238.0,31.0,8058.0,1557,2017,1,954.0,450.0,67.0,26.0,7.0,4.0,4.0
ONT,19042.0,46.0,5.0,7472.0,946.0,3212.0,0.0,13986.0,1695,2017,1,851.0,666.0,96.0,24.0,2.0,1.0,4.0
ORD,108042.0,355.0,28.0,76337.0,13398.0,76920.0,145.0,108278.0,18783,2017,1,11792.0,5232.0,771.0,331.0,126.0,57.0,91.0
ORF,5564.0,30.0,2.0,3140.0,1589.0,1526.0,18.0,2634.0,742,2017,1,426.0,245.0,23.0,11.0,3.0,,2.0
PBI,7243.0,34.0,4.0,12499.0,2088.0,6005.0,91.0,12070.0,2441,2017,1,1586.0,653.0,100.0,34.0,16.0,6.0,8.0
PDX,28033.0,193.0,29.0,15411.0,2909.0,9751.0,65.0,31195.0,4591,2017,1,2605.0,1459.0,188.0,81.0,24.0,8.0,4.0
PHL,27844.0,97.0,5.0,20872.0,3190.0,24330.0,95.0,25374.0,5769,2017,1,3649.0,1645.0,229.0,77.0,32.0,19.0,16.0
PHX,75326.0,180.0,9.0,41860.0,5555.0,32587.0,210.0,69418.0,13250,2017,1,7333.0,5011.0,502.0,135.0,38.0,18.0,24.0
PIT,5014.0,26.0,0.0,9002.0,384.0,2310.0,5.0,8689.0,2108,2017,1,1387.0,595.0,68.0,12.0,13.0,4.0,3.0
PVD,4488.0,38.0,0.0,3389.0,308.0,1059.0,19.0,5117.0,1008,2017,1,610.0,310.0,31.0,12.0,3.0,2.0,2.0
RDU,16785.0,117.0,4.0,13940.0,1185.0,4188.0,162.0,13062.0,2703,2017,1,1620.0,799.0,105.0,36.0,9.0,8.0,5.0
RNO,14722.0,20.0,5.0,5244.0,1381.0,3049.0,0.0,8885.0,1176,2017,1,572.0,494.0,59.0,13.0,7.0,2.0,4.0
SAN,63202.0,137.0,69.0,23664.0,5120.0,24310.0,21.0,42917.0,6322,2017,1,3202.0,2450.0,321.0,87.0,33.0,10.0,13.0
SAT,19381.0,24.0,14.0,11677.0,1885.0,4113.0,18.0,12718.0,2515,2017,1,1309.0,1019.0,91.0,34.0,16.0,3.0,5.0
SEA,43166.0,127.0,16.0,34837.0,5836.0,29032.0,416.0,54777.0,10125,2017,1,5925.0,3419.0,421.0,143.0,34.0,19.0,21.0
SFO,290165.0,506.0,151.0,66264.0,19758.0,185021.0,568.0,101485.0,13289,2017,1,5910.0,4663.0,1140.0,504.0,233.0,101.0,81.0
SJC,36193.0,62.0,16.0,14577.0,1717.0,9833.0,52.0,25712.0,3652,2017,1,1763.0,1564.0,182.0,39.0,12.0,8.0,6.0
SJU,8258.0,18.0,2.0,10581.0,1948.0,5405.0,119.0,8388.0,2407,2017,1,1531.0,721.0,89.0,31.0,5.0,4.0,6.0
SLC,84297.0,111.0,6.0,53654.0,8911.0,24277.0,23.0,58426.0,9105,2017,1,5196.0,3096.0,417.0,141.0,67.0,22.0,49.0
SMF,40263.0,56.0,8.0,15242.0,1633.0,8270.0,11.0,27749.0,3353,2017,1,1632.0,1375.0,202.0,59.0,16.0,3.0,2.0
SNA,27662.0,53.0,10.0,12203.0,1480.0,9703.0,0.0,18114.0,3368,2017,1,1691.0,1431.0,150.0,23.0,5.0,3.0,2.0
STL,19407.0,108.0,5.0,15802.0,2139.0,6722.0,68.0,22086.0,4660,2017,1,2848.0,1474.0,152.0,43.0,19.0,4.0,7.0
SYR,3556.0,7.0,3.0,2311.0,528.0,720.0,73.0,2663.0,450,2017,1,258.0,148.0,22.0,7.0,1.0,1.0,3.0
TPA,17850.0,66.0,8.0,20437.0,3828.0,14608.0,49.0,26456.0,5914,2017,1,3799.0,1711.0,209.0,68.0,29.0,9.0,15.0
TUS,17242.0,25.0,1.0,6579.0,546.0,3566.0,24.0,12026.0,1446,2017,1,680.0,617.0,90.0,24.0,5.0,3.0,1.0
BNA,18333.0,48.0,3.0,15910.0,2250.0,5052.0,69.0,20503.0,4236,2017,1,2623.0,1331.0,168.0,43.0,9.0,7.0,4.0
DTW,60378.0,190.0,16.0,58850.0,8998.0,22740.0,90.0,51626.0,9708,2017,1,6239.0,2590.0,358.0,134.0,84.0,38.0,59.0
GUC,886.0,2.0,3.0,278.0,0.0,132.0,0.0,376.0,42,2017,1,9.0,24.0,1.0,2.0,1.0,,
HDN,1731.0,8.0,10.0,1276.0,87.0,778.0,0.0,470.0,186,2017,1,89.0,66.0,10.0,1.0,1.0,1.0,
ICT,6369.0,10.0,2.0,4267.0,1164.0,910.0,0.0,4109.0,657,2017,1,382.0,214.0,29.0,8.0,3.0,3.0,6.0
ILM,2970.0,3.0,0.0,1965.0,281.0,254.0,0.0,1780.0,206,2017,1,136.0,49.0,9.0,4.0,2.0,,3.0
JAC,4950.0,10.0,5.0,2744.0,2046.0,1158.0,0.0,1652.0,341,2017,1,196.0,104.0,12.0,6.0,3.0,,5.0
LBB,4222.0,7.0,4.0,1195.0,1366.0,663.0,0.0,1813.0,369,2017,1,179.0,161.0,11.0,3.0,3.0,,1.0
MDT,1035.0,5.0,0.0,1683.0,105.0,152.0,0.0,647.0,184,2017,1,125.0,43.0,4.0,3.0,3.0,,1.0
MEM,6300.0,27.0,1.0,5638.0,834.0,1856.0,29.0,5408.0,1166,2017,1,718.0,349.0,48.0,11.0,6.0,4.0,2.0
MFE,953.0,1.0,2.0,700.0,687.0,240.0,0.0,348.0,158,2017,1,105.0,42.0,3.0,2.0,2.0,,1.0
MSY,13873.0,36.0,2.0,11282.0,1694.0,7023.0,56.0,16980.0,3526,2017,1,2199.0,1078.0,153.0,37.0,15.0,4.0,2.0
MTJ,838.0,4.0,1.0,570.0,52.0,545.0,0.0,882.0,147,2017,1,84.0,47.0,6.0,2.0,3.0,,
PSP,10664.0,23.0,13.0,4155.0,773.0,3823.0,0.0,6770.0,999,2017,1,498.0,374.0,63.0,19.0,7.0,2.0,
RIC,17086.0,31.0,1.0,10439.0,1119.0,2513.0,0.0,10679.0,1282,2017,1,738.0,393.0,63.0,33.0,12.0,2.0,9.0
RSW,-316.0,50.0,7.0,10529.0,3418.0,9863.0,0.0,9211.0,3272,2017,1,2252.0,786.0,114.0,40.0,11.0,4.0,8.0
STT,2380.0,3.0,0.0,3807.0,574.0,1182.0,43.0,1084.0,497,2017,1,334.0,131.0,18.0,5.0,3.0,1.0,2.0
STX,1035.0,0.0,0.0,925.0,40.0,149.0,0.0,406.0,110,2017,1,60.0,44.0,3.0,2.0,,1.0,
ABQ,8576.0,15.0,1.0,4896.0,166.0,1615.0,29.0,8463.0,1391,2017,1,774.0,529.0,57.0,9.0,5.0,,1.0
ANC,-2205.0,30.0,1.0,3150.0,1147.0,1888.0,28.0,4929.0,1219,2017,1,819.0,320.0,29.0,8.0,6.0,2.0,4.0
ATW,3167.0,14.0,0.0,2240.0,1034.0,636.0,0.0,731.0,213,2017,1,123.0,61.0,8.0,2.0,1.0,1.0,3.0
AVL,2041.0,8.0,2.0,1440.0,201.0,215.0,0.0,1161.0,212,2017,1,124.0,61.0,13.0,2.0,1.0,,1.0
AVP,1192.0,3.0,2.0,1142.0,124.0,204.0,0.0,494.0,100,2017,1,63.0,23.0,6.0,,2.0,,1.0
BHM,7594.0,23.0,3.0,5610.0,795.0,1191.0,0.0,5768.0,914,2017,1,557.0,270.0,31.0,14.0,10.0,4.0,2.0
BIL,-682.0,2.0,1.0,372.0,130.0,526.0,0.0,748.0,239,2017,1,168.0,58.0,8.0,2.0,,,
BIS,9.0,0.0,1.0,442.0,154.0,311.0,0.0,289.0,108,2017,1,68.0,31.0,7.0,1.0,,,
BUF,6960.0,27.0,5.0,4470.0,464.0,1787.0,20.0,8591.0,1365,2017,1,831.0,422.0,51.0,20.0,4.0,4.0,1.0
BZN,197.0,2.0,1.0,1309.0,701.0,738.0,0.0,1206.0,347,2017,1,232.0,93.0,13.0,5.0,,,1.0
CAE,5163.0,5.0,0.0,4343.0,30.0,572.0,0.0,2214.0,327,2017,1,202.0,90.0,14.0,9.0,1.0,2.0,4.0
CAK,4614.0,18.0,2.0,2632.0,539.0,1376.0,0.0,2717.0,504,2017,1,295.0,153.0,19.0,6.0,8.0,,3.0
CHA,10151.0,8.0,0.0,5482.0,1856.0,1311.0,0.0,3900.0,412,2017,1,229.0,120.0,22.0,12.0,12.0,3.0,6.0
CHO,4987.0,6.0,0.0,1764.0,904.0,436.0,0.0,3043.0,215,2017,1,115.0,67.0,14.0,4.0,6.0,1.0,2.0
CHS,6142.0,14.0,1.0,5041.0,801.0,1760.0,45.0,4230.0,958,2017,1,588.0,290.0,30.0,23.0,10.0,2.0,
CID,5372.0,14.0,1.0,3244.0,410.0,1403.0,13.0,1948.0,337,2017,1,185.0,101.0,20.0,11.0,1.0,2.0,2.0
CVG,6382.0,7.0,2.0,4674.0,2054.0,1832.0,0.0,6054.0,1037,2017,1,668.0,295.0,29.0,19.0,8.0,2.0,7.0
DAB,754.0,1.0,0.0,760.0,381.0,310.0,0.0,602.0,150,2017,1,107.0,34.0,3.0,1.0,1.0,2.0,1.0
DAL,28175.0,121.0,26.0,13939.0,2316.0,8953.0,14.0,30559.0,5883,2017,1,3454.0,2022.0,180.0,51.0,22.0,3.0,4.0
DAY,2360.0,7.0,0.0,1605.0,759.0,442.0,0.0,1835.0,378,2017,1,238.0,111.0,10.0,7.0,4.0,1.0,
ECP,2876.0,1.0,4.0,1570.0,577.0,755.0,0.0,1325.0,274,2017,1,163.0,84.0,11.0,6.0,4.0,,1.0
ELP,10248.0,7.0,1.0,4817.0,519.0,1644.0,7.0,6005.0,927,2017,1,460.0,402.0,37.0,12.0,5.0,2.0,1.0
EVV,3313.0,5.0,3.0,1613.0,933.0,314.0,0.0,2024.0,235,2017,1,137.0,61.0,21.0,5.0,1.0,,2.0
EYW,1275.0,3.0,3.0,1339.0,409.0,289.0,0.0,649.0,187,2017,1,136.0,33.0,5.0,5.0,,1.0,1.0
FAR,1199.0,2.0,1.0,1418.0,16.0,288.0,0.0,1241.0,200,2017,1,121.0,61.0,8.0,4.0,2.0,1.0,
FAY,1155.0,7.0,0.0,1479.0,72.0,197.0,0.0,247.0,139,2017,1,86.0,35.0,6.0,1.0,3.0,1.0,
FNT,4410.0,17.0,1.0,1535.0,1597.0,950.0,0.0,2688.0,375,2017,1,216.0,111.0,18.0,6.0,3.0,,3.0
FSD,2913.0,6.0,1.0,2954.0,54.0,1246.0,0.0,1289.0,373,2017,1,224.0,109.0,24.0,5.0,3.0,1.0,
GPT,2095.0,7.0,1.0,1667.0,54.0,458.0,0.0,1000.0,194,2017,1,112.0,57.0,9.0,4.0,3.0,1.0,
GRB,7619.0,23.0,1.0,2878.0,447.0,3690.0,0.0,2609.0,305,2017,1,155.0,82.0,25.0,10.0,2.0,,7.0
GRR,6403.0,25.0,6.0,5775.0,817.0,1815.0,0.0,4780.0,904,2017,1,547.0,252.0,48.0,17.0,6.0,1.0,2.0
GSO,3689.0,5.0,0.0,2113.0,425.0,712.0,0.0,2925.0,370,2017,1,237.0,90.0,23.0,9.0,5.0,1.0,
GSP,3927.0,12.0,0.0,3503.0,226.0,462.0,0.0,2118.0,453,2017,1,277.0,126.0,25.0,6.0,4.0,2.0,1.0
HOU,22475.0,66.0,15.0,11208.0,1671.0,9014.0,29.0,20566.0,4500,2017,1,2479.0,1761.0,124.0,32.0,13.0,7.0,3.0
HPN,7764.0,16.0,7.0,4269.0,242.0,739.0,95.0,4906.0,529,2017,1,268.0,188.0,26.0,12.0,7.0,2.0,3.0
HSV,3083.0,3.0,0.0,2495.0,560.0,368.0,0.0,1340.0,284,2017,1,195.0,65.0,6.0,8.0,4.0,,3.0
JAN,2454.0,21.0,0.0,1783.0,382.0,365.0,0.0,1999.0,356,2017,1,220.0,93.0,11.0,2.0,6.0,2.0,1.0
LEX,5386.0,7.0,0.0,4237.0,109.0,675.0,0.0,3445.0,485,2017,1,290.0,144.0,21.0,13.0,5.0,3.0,2.0
LFT,2225.0,8.0,1.0,2435.0,203.0,433.0,0.0,1180.0,277,2017,1,181.0,67.0,11.0,4.0,1.0,2.0,2.0
LGB,17465.0,28.0,9.0,5062.0,300.0,2969.0,69.0,16098.0,1318,2017,1,704.0,437.0,88.0,29.0,13.0,5.0,5.0
LIT,4269.0,8.0,0.0,2576.0,506.0,817.0,0.0,2992.0,630,2017,1,366.0,217.0,28.0,6.0,3.0,,2.0
MDW,13278.0,204.0,55.0,12986.0,6799.0,10023.0,52.0,28155.0,6615,2017,1,4099.0,1961.0,207.0,61.0,14.0,10.0,4.0
MHT,4469.0,12.0,0.0,2780.0,155.0,547.0,57.0,3444.0,503,2017,1,275.0,178.0,25.0,10.0,2.0,1.0,
MLB,1893.0,0.0,0.0,1059.0,1007.0,279.0,0.0,144.0,114,2017,1,81.0,26.0,4.0,,1.0,,2.0
MOB,3660.0,10.0,0.0,2496.0,447.0,579.0,0.0,2945.0,434,2017,1,279.0,107.0,24.0,7.0,3.0,2.0,2.0
MSN,5770.0,15.0,0.0,5021.0,181.0,1301.0,0.0,3281.0,625,2017,1,356.0,205.0,27.0,12.0,6.0,1.0,3.0
MSO,-219.0,4.0,5.0,324.0,0.0,185.0,0.0,617.0,142,2017,1,85.0,41.0,5.0,2.0,,,
MYR,931.0,16.0,0.0,815.0,171.0,1028.0,0.0,371.0,264,2017,1,160.0,73.0,12.0,1.0,1.0,1.0,
ORH,145.0,4.0,0.0,349.0,0.0,84.0,0.0,83.0,62,2017,1,38.0,17.0,2.0,1.0,,,
PHF,1468.0,1.0,0.0,671.0,995.0,90.0,0.0,292.0,87,2017,1,60.0,18.0,3.0,4.0,,,1.0
PNS,2513.0,3.0,6.0,1509.0,672.0,538.0,0.0,2262.0,434,2017,1,287.0,112.0,15.0,6.0,4.0,,1.0
PWM,2723.0,9.0,1.0,1486.0,148.0,452.0,0.0,2667.0,393,2017,1,225.0,136.0,13.0,5.0,1.0,2.0,1.0
ROA,3743.0,4.0,1.0,3446.0,75.0,387.0,0.0,692.0,182,2017,1,96.0,60.0,11.0,5.0,2.0,1.0,2.0
ROC,4713.0,14.0,3.0,3097.0,304.0,1824.0,16.0,3229.0,608,2017,1,378.0,177.0,25.0,5.0,2.0,,4.0
SAV,3971.0,11.0,3.0,3493.0,534.0,779.0,38.0,1776.0,460,2017,1,290.0,118.0,18.0,15.0,4.0,1.0,
SDF,4293.0,12.0,0.0,3010.0,287.0,1052.0,34.0,3461.0,735,2017,1,438.0,243.0,30.0,7.0,4.0,1.0,
SGF,2111.0,3.0,0.0,1990.0,92.0,443.0,0.0,959.0,221,2017,1,127.0,74.0,8.0,8.0,1.0,,
SRQ,202.0,7.0,0.0,1524.0,430.0,656.0,0.0,580.0,309,2017,1,221.0,62.0,15.0,1.0,2.0,,1.0
TLH,1338.0,4.0,1.0,1254.0,145.0,131.0,0.0,737.0,165,2017,1,107.0,41.0,8.0,2.0,1.0,1.0,
TUL,5757.0,12.0,0.0,4360.0,829.0,1107.0,0.0,5626.0,1156,2017,1,711.0,368.0,43.0,10.0,9.0,2.0,1.0
TVC,2384.0,10.0,1.0,1938.0,143.0,566.0,0.0,831.0,209,2017,1,103.0,79.0,12.0,2.0,1.0,,1.0
TYS,8103.0,11.0,3.0,5415.0,255.0,1236.0,0.0,3604.0,547,2017,1,293.0,177.0,39.0,13.0,6.0,3.0,2.0
VPS,3131.0,5.0,5.0,2302.0,30.0,490.0,54.0,1804.0,254,2017,1,159.0,62.0,12.0,4.0,2.0,3.0,2.0
XNA,5634.0,9.0,5.0,2123.0,841.0,1125.0,0.0,3732.0,418,2017,1,225.0,138.0,23.0,9.0,5.0,1.0,3.0
ABE,4114.0,4.0,0.0,3940.0,115.0,328.0,0.0,852.0,192,2017,1,107.0,59.0,12.0,5.0,1.0,,4.0
AGS,2577.0,6.0,0.0,1504.0,55.0,316.0,0.0,1843.0,194,2017,1,122.0,48.0,8.0,4.0,4.0,1.0,1.0
BMI,4247.0,4.0,0.0,2986.0,6.0,264.0,0.0,1307.0,113,2017,1,52.0,43.0,7.0,2.0,2.0,1.0,2.0
BTR,5476.0,20.0,3.0,5521.0,142.0,864.0,0.0,2469.0,513,2017,1,329.0,117.0,22.0,11.0,7.0,1.0,3.0
CRW,2333.0,9.0,2.0,1641.0,29.0,296.0,0.0,1260.0,191,2017,1,99.0,64.0,11.0,5.0,,,1.0
FCA,330.0,2.0,2.0,202.0,458.0,409.0,0.0,950.0,177,2017,1,114.0,51.0,4.0,1.0,2.0,,1.0
GNV,2750.0,3.0,1.0,2134.0,13.0,342.0,0.0,1267.0,190,2017,1,117.0,47.0,12.0,3.0,5.0,1.0,1.0
OAJ,2061.0,2.0,1.0,2083.0,0.0,101.0,0.0,340.0,87,2017,1,54.0,21.0,3.0,2.0,2.0,,2.0
SHV,7408.0,8.0,0.0,5531.0,56.0,838.0,0.0,3517.0,479,2017,1,265.0,146.0,35.0,14.0,8.0,1.0,2.0
TRI,1189.0,3.0,0.0,1120.0,71.0,218.0,0.0,685.0,164,2017,1,104.0,44.0,10.0,1.0,2.0,,
AEX,3207.0,10.0,1.0,2374.0,0.0,686.0,0.0,1476.0,258,2017,1,144.0,78.0,16.0,4.0,3.0,,2.0
AMA,1764.0,4.0,0.0,687.0,64.0,515.0,0.0,1367.0,249,2017,1,138.0,93.0,11.0,2.0,1.0,,
AZO,2700.0,11.0,0.0,1111.0,1870.0,315.0,0.0,554.0,153,2017,1,87.0,37.0,8.0,7.0,1.0,,2.0
BRO,428.0,0.0,1.0,474.0,0.0,182.0,0.0,575.0,106,2017,1,78.0,20.0,3.0,3.0,,,1.0
BTV,1609.0,6.0,3.0,1369.0,97.0,800.0,0.0,1151.0,283,2017,1,165.0,86.0,17.0,5.0,1.0,,
CLL,670.0,1.0,0.0,623.0,0.0,159.0,0.0,480.0,108,2017,1,68.0,31.0,6.0,1.0,,1.0,
CRP,474.0,1.0,0.0,641.0,23.0,203.0,0.0,663.0,200,2017,1,136.0,56.0,5.0,,1.0,,1.0
CSG,365.0,4.0,0.0,528.0,0.0,97.0,0.0,251.0,79,2017,1,47.0,23.0,5.0,,,,
CWA,288.0,5.0,0.0,85.0,0.0,88.0,0.0,471.0,61,2017,1,35.0,17.0,2.0,1.0,1.0,,
DHN,1347.0,4.0,1.0,1220.0,0.0,156.0,0.0,665.0,113,2017,1,66.0,30.0,6.0,5.0,1.0,,
ERI,1035.0,8.0,0.0,337.0,71.0,783.0,0.0,432.0,106,2017,1,55.0,35.0,6.0,1.0,,,1.0
GRK,1484.0,0.0,2.0,1760.0,0.0,117.0,0.0,402.0,100,2017,1,66.0,22.0,5.0,3.0,,1.0,1.0
HRL,1163.0,2.0,1.0,469.0,159.0,403.0,0.0,817.0,185,2017,1,115.0,57.0,8.0,1.0,1.0,,
LAN,5544.0,6.0,0.0,3760.0,117.0,1243.0,0.0,2294.0,257,2017,1,142.0,76.0,18.0,7.0,3.0,2.0,3.0
LCH,905.0,5.0,0.0,757.0,7.0,139.0,0.0,687.0,133,2017,1,86.0,34.0,4.0,2.0,1.0,,1.0
LNK,2460.0,5.0,1.0,1235.0,230.0,1445.0,0.0,1152.0,256,2017,1,143.0,84.0,16.0,4.0,2.0,,1.0
LRD,3414.0,3.0,0.0,3125.0,5.0,272.0,0.0,1001.0,190,2017,1,108.0,67.0,5.0,2.0,,1.0,4.0
MAF,3757.0,7.0,0.0,1735.0,139.0,1082.0,0.0,1857.0,464,2017,1,207.0,230.0,17.0,2.0,1.0,,
MLI,1305.0,3.0,1.0,1342.0,0.0,360.0,0.0,895.0,226,2017,1,136.0,72.0,7.0,7.0,,,
PIA,1946.0,10.0,0.0,1851.0,185.0,689.0,0.0,958.0,241,2017,1,139.0,71.0,14.0,3.0,3.0,1.0,
SBN,6838.0,13.0,3.0,1964.0,1476.0,804.0,8.0,5036.0,381,2017,1,208.0,102.0,31.0,14.0,4.0,2.0,4.0
SCE,1001.0,11.0,1.0,656.0,18.0,282.0,0.0,548.0,87,2017,1,41.0,28.0,3.0,1.0,2.0,,
ABY,950.0,1.0,1.0,744.0,0.0,173.0,0.0,613.0,82,2017,1,52.0,19.0,5.0,3.0,1.0,,
BQK,1696.0,4.0,0.0,1382.0,0.0,43.0,0.0,661.0,83,2017,1,46.0,22.0,6.0,1.0,1.0,2.0,1.0
ITO,372.0,0.0,0.0,664.0,9.0,113.0,0.0,640.0,523,2017,1,319.0,203.0,1.0,,,,
MGM,1890.0,6.0,1.0,1980.0,0.0,93.0,0.0,1161.0,185,2017,1,115.0,45.0,10.0,5.0,1.0,,2.0
MLU,4749.0,5.0,1.0,3669.0,2.0,411.0,0.0,2273.0,252,2017,1,155.0,62.0,16.0,4.0,3.0,2.0,4.0
PGD,154.0,1.0,0.0,77.0,178.0,541.0,0.0,477.0,56,2017,1,41.0,8.0,2.0,2.0,1.0,,1.0
RST,1609.0,5.0,0.0,779.0,736.0,290.0,0.0,546.0,100,2017,1,56.0,27.0,7.0,4.0,,,1.0
TTN,2424.0,10.0,1.0,1757.0,0.0,464.0,0.0,1874.0,187,2017,1,118.0,35.0,13.0,6.0,,1.0,3.0
VLD,1713.0,3.0,2.0,1929.0,0.0,111.0,0.0,224.0,86,2017,1,56.0,19.0,1.0,2.0,1.0,,2.0
ACY,2858.0,18.0,0.0,1139.0,0.0,2536.0,0.0,910.0,341,2017,1,199.0,98.0,17.0,5.0,2.0,1.0,1.0
LBE,320.0,3.0,0.0,42.0,80.0,762.0,0.0,140.0,93,2017,1,58.0,27.0,3.0,1.0,1.0,,
PPG,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2017,1,7.0,3.0,,,,,
ABR,-400.0,2.0,1.0,43.0,0.0,87.0,0.0,177.0,62,2017,1,45.0,11.0,2.0,1.0,,,
ACV,703.0,9.0,0.0,262.0,0.0,208.0,0.0,659.0,93,2017,1,51.0,25.0,7.0,1.0,,,
APN,101.0,12.0,0.0,94.0,276.0,72.0,0.0,158.0,53,2017,1,28.0,9.0,3.0,1.0,,,
ASE,10349.0,68.0,36.0,4981.0,1159.0,2855.0,653.0,4757.0,694,2017,1,308.0,208.0,43.0,18.0,6.0,4.0,3.0
BFL,430.0,3.0,0.0,550.0,0.0,395.0,0.0,473.0,178,2017,1,105.0,62.0,8.0,,,,
BGM,-224.0,4.0,0.0,186.0,0.0,74.0,0.0,210.0,58,2017,1,40.0,11.0,2.0,,1.0,,
BJI,-769.0,0.0,0.0,146.0,7.0,96.0,0.0,79.0,62,2017,1,48.0,12.0,2.0,,,,
BRD,-768.0,0.0,0.0,214.0,60.0,11.0,0.0,170.0,53,2017,1,45.0,6.0,1.0,,1.0,,
BTM,214.0,3.0,2.0,89.0,511.0,73.0,0.0,103.0,58,2017,1,36.0,15.0,1.0,,,,1.0
